"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1_1"	"QC1_2"	"QC1_3"	"QC2_1"	"QC2_2"	"QC2_3"	"1"	"2"	"3"	"4"	"5"	"QC3"	"6"	"7"	"8"	"9"	"10"	"QC4"	"11"	"12"	"13"	"14"	"15"	"QC5"	"16"	"17"	"18"	"19"	"20"	"QC6"	"21"	"22"	"23"	"24"	"25"	"QC7"	"26"	"27"	"28"	"29"	"QC8"	"QC9_1"	"QC9_2"	"QC10_1"	"QC10_2"	"QC10_3"	"30"	"31"	"32"	"33"	"34"	"QC11"	"35"	"36"	"37"	"38"	"39"	"QC12"	"40"	"41"	"42"	"43"	"44"	"QC13"	"45"	"46"	"47"	"48"	"49"	"QC14"	"50"	"51"	"52"	"53"	"54"	"QC15"	"55"	"56"	"57"	"58"	"59"	"QC16"
"CHEBI:28897"	"C15H32"	"CCCCCCCCCCCCCCC"	"InChI=1S/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3"	"Pentadecane"	""	""	""	""	"573.479"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"11336982"	"11453346"	"11471157"	"11966667"	"12070451"	"12159390"	"12049021"	"11953638"	"12631118"	"12719829"	"11964740"	"12089968"	"11556700"	"12371102"	"12214855"	"12741962"	"13245117"	"12826588"	"12408056"	"12265888"	"12574536"	"12740775"	"12899080"	"12194593"	"12388861"	"12372516"	"12912763"	"12122235"	"12267225"	"12176362"	"12286825"	"12143181"	"12654678"	"12986520"	"12675079"	"12154003"	"12845769"	"12663806"	"12609385"	"11697467"	"12671346"	"11661370"	"11936583"	"11482791"	"11573814"	"11132258"	"12184728"	"11827876"	"10899154"	"12063894"	"11909942"	"11703875"	"11722932"	"11898835"	"12776163"	"11177032"	"12106423"	"11627447"	"12065220"	"11756198"	"11488750"	"11511694"	"12336024"	"11867866"	"12235173"	"11409208"	"12327554"	"11643452"	"11532997"	"11809812"	"12310396"	"11889380"	"11182936"	"12882116"	"12527233"	"12406664"	"11842420"	"12478845"	"12079424"	"12048685"	"11946637"	"12243440"
"unknown"	""	""	""	"Unknown 29"	""	""	""	""	"574.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"619913"	"473612"	"487756"	"469715"	"406520"	"445392"	"526630"	"407597"	"589127"	"734637"	"488796"	"563847"	"564559"	"518323"	"613550"	"565605"	"538461"	"556079"	"786709"	"638329"	"552298"	"507820"	"436763"	"580198"	"545881"	"481151"	"610518"	"754062"	"526291"	"478651"	"368108"	"504854"	"437506"	"702094"	"453657"	"485783"	"403103"	"708612"	"493479"	"534903"	"471043"	"502868"	"427010"	"493889"	"521172"	"452305"	"436657"	"439463"	"472551"	"429921"	"409228"	"421057"	"481646"	"648702"	"600256"	"616206"	"494404"	"478927"	"604606"	"446143"	"515709"	"398248"	"376914"	"481051"	"472183"	"505105"	"518652"	"546926"	"357411"	"461922"	"395871"	"432911"	"727081"	"262029"	"850211"	"535601"	"378278"	"416192"	"677861"	"658502"	"571606"	"487606"
"unknown"	""	""	""	"Unknown 30"	""	""	""	""	"577.629"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1627064"	"1650579"	"1810782"	"1582820"	"1643362"	"1617242"	"1605898"	"1516432"	"1716738"	"1496231"	"1690285"	"1788373"	"1652749"	"1623531"	"1749586"	"1742706"	"1758353"	"1708696"	"1741159"	"1635749"	"1762756"	"1954095"	"1799415"	"1960171"	"1772544"	"1706552"	"1802269"	"1885070"	"1791906"	"1871339"	"1743371"	"1748869"	"1592242"	"1888378"	"1709787"	"1900531"	"1726714"	"1960831"	"1844988"	"1687052"	"1768097"	"1690656"	"1857951"	"1710531"	"1728866"	"1763930"	"1614242"	"1608602"	"1573038"	"1836106"	"1692574"	"1733970"	"1752374"	"1795161"	"1820624"	"1670560"	"1732904"	"1793219"	"1937675"	"1933458"	"1815768"	"1755046"	"1633052"	"1805561"	"1856371"	"1875422"	"1948544"	"1886073"	"1922158"	"1881394"	"729960"	"1710508"	"2080545"	"1879869"	"1936313"	"1937335"	"1792767"	"1840732"	"2160077"	"1777462"	"1918282"	"1774497"
"unknown"	""	""	""	"Unknown 31"	""	""	""	""	"578.579"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"138200"	"164954"	"201083"	"199552"	"222355"	"230384"	"NA"	"127824"	"NA"	"296854"	"NA"	"287478"	"NA"	"301416"	"NA"	"NA"	"NA"	"353908"	"502124"	"189542"	"215414"	"175931"	"NA"	"432438"	"555674"	"206200"	"482771"	"698565"	"538344"	"457942"	"393574"	"591254"	"227881"	"793769"	"537951"	"491669"	"526451"	"182903"	"288756"	"210380"	"541831"	"NA"	"165498"	"181575"	"NA"	"NA"	"242837"	"199347"	"NA"	"NA"	"157975"	"222925"	"291254"	"383480"	"302062"	"197700"	"290979"	"279958"	"NA"	"NA"	"NA"	"NA"	"169832"	"328056"	"NA"	"NA"	"395621"	"193825"	"NA"	"398432"	"NA"	"193228"	"503196"	"468082"	"396462"	"405457"	"341141"	"528062"	"756136"	"381090"	"530795"	"454258"
"CHEBI:6650"	"C4H6O5"	"OC(CC(O)=O)C(O)=O"	"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)"	"Malic acid, tris(trimethylsilyl) ester"	""	""	""	""	"581.229"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"624279"	"652160"	"660627"	"615036"	"621498"	"647878"	"392343"	"496272"	"785972"	"298319"	"410379"	"732497"	"535511"	"189119"	"392912"	"473315"	"543790"	"672265"	"509441"	"1452589"	"800868"	"729166"	"450420"	"737746"	"287975"	"728984"	"706770"	"462303"	"400771"	"664596"	"784084"	"257963"	"929308"	"411220"	"667299"	"746458"	"355890"	"574358"	"1996484"	"665795"	"708363"	"621141"	"643881"	"668152"	"774207"	"665178"	"337955"	"223318"	"1453445"	"569388"	"555293"	"655130"	"227459"	"485980"	"510840"	"1738501"	"179299"	"662596"	"1371382"	"487359"	"1649979"	"513784"	"704068"	"705561"	"600699"	"329404"	"299656"	"764273"	"409510"	"702127"	"878142"	"1289506"	"377530"	"506661"	"2733646"	"668477"	"473691"	"456171"	"478164"	"1926563"	"653982"	"694736"
"unknown"	""	""	""	"Unknown 32"	""	""	""	""	"583.979"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1151644"	"1252104"	"1274527"	"1329984"	"1303097"	"1294070"	"1687871"	"1627715"	"1409441"	"1212896"	"1603531"	"1465401"	"1242970"	"1154346"	"1431479"	"1628268"	"1369779"	"1366551"	"1840354"	"1723184"	"1683392"	"1489939"	"1951506"	"1397076"	"1687604"	"1362532"	"1186959"	"1128240"	"1441964"	"1433368"	"1079575"	"1224129"	"2238890"	"1664471"	"1808389"	"1635291"	"1449396"	"1384462"	"1798676"	"1287606"	"1402885"	"1127373"	"1193957"	"1148640"	"1307811"	"1259265"	"2915244"	"1203234"	"1598922"	"1419579"	"1489280"	"1274057"	"2350812"	"2173384"	"1659650"	"1091314"	"1423344"	"1290223"	"1448348"	"1447477"	"1531711"	"2409152"	"1501142"	"1270767"	"1373203"	"1322308"	"1248359"	"1313657"	"1139891"	"1353535"	"1191695"	"1255834"	"1346166"	"1190640"	"1555924"	"1258231"	"957443"	"1252317"	"1652141"	"1407601"	"1960877"	"1235725"
"CHEBI:22660"	"C4H7NO4"	"NC(CC(O)=O)C(O)=O"	"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)"	"Aspartic acid_1553_2TMS"	""	""	""	""	"586.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"240085"	"206144"	"NA"	"191255"	"NA"	"244196"	"NA"	"NA"	"147011"	"246561"	"94069"	"247421"	"116382"	"NA"	"NA"	"124272"	"NA"	"NA"	"NA"	"148109"	"174482"	"NA"	"112411"	"NA"	"194554"	"162409"	"210284"	"256874"	"199092"	"185473"	"167258"	"220458"	"144039"	"207807"	"196893"	"199055"	"250146"	"104628"	"162328"	"NA"	"NA"	"197602"	"NA"	"170653"	"149036"	"164815"	"NA"	"178229"	"NA"	"109367"	"NA"	"185816"	"192361"	"213537"	"268426"	"250427"	"NA"	"164359"	"101853"	"78858"	"136074"	"101118"	"131024"	"195433"	"NA"	"75635"	"179962"	"118008"	"NA"	"187466"	"105740"	"150749"	"197641"	"357812"	"203565"	"175693"	"NA"	"197280"	"193985"	"NA"	"150114"	"NA"
"CHEBI:16865"	"C4H9NO2"	"NCCCC(O)=O"	"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)"	"4-aminobutyric acid_1561_3TMS"	""	""	""	""	"587.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"4497853"	"4474646"	"4399451"	"4002241"	"4286008"	"4444002"	"1878445"	"4391741"	"2946368"	"6757933"	"1705780"	"4882978"	"1785107"	"4870533"	"1739423"	"2778131"	"1696401"	"4366190"	"8637617"	"3131455"	"3715649"	"2384940"	"1671941"	"4721245"	"5727978"	"2675324"	"4201417"	"7964638"	"6352153"	"4368829"	"4826728"	"5884272"	"3592141"	"6965075"	"3730559"	"4735185"	"6673542"	"2044898"	"5445210"	"2321843"	"4272999"	"4157004"	"4217054"	"4240430"	"4152791"	"4064587"	"5770932"	"4919406"	"4747556"	"2033814"	"4334476"	"4247756"	"5121402"	"7830778"	"7608122"	"6850269"	"4623398"	"4278484"	"2298136"	"2150152"	"2273977"	"1933453"	"2075659"	"4340040"	"2321266"	"1311085"	"5508791"	"1790050"	"2444483"	"4340609"	"2048876"	"3016154"	"7519859"	"4775895"	"6970751"	"4269650"	"5441252"	"6423677"	"7523467"	"6097636"	"3316319"	"4195536"
"CHEBI:17053"	"C4H7NO4"	"N[C@@H](CC(O)=O)C(O)=O"	"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1"	"L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester"	""	""	""	""	"593.179"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"8039613"	"8560059"	"8787484"	"8178285"	"7661909"	"7955632"	"3126862"	"6255734"	"6047466"	"13220256"	"3811135"	"9767195"	"5205817"	"8737799"	"3958950"	"4354081"	"5924731"	"8874332"	"14119161"	"7266756"	"8289379"	"7040476"	"4484713"	"9918515"	"8953174"	"6688120"	"11762679"	"15293904"	"10813837"	"9135870"	"8175504"	"11103621"	"6705339"	"13605872"	"10356860"	"10318948"	"11133368"	"6148067"	"9207212"	"5737142"	"9221947"	"9077529"	"9314169"	"9193359"	"9219058"	"8964345"	"8970813"	"11185865"	"8174606"	"5197136"	"7321240"	"9123003"	"11895778"	"14193270"	"13163239"	"14632243"	"8335880"	"9350122"	"7166381"	"4566407"	"7019356"	"4981075"	"6434139"	"8953317"	"6089720"	"3423838"	"9615573"	"5890692"	"3751978"	"9095703"	"5143499"	"6660925"	"13981016"	"6846135"	"17700347"	"9151076"	"9381901"	"10310072"	"14794394"	"14598604"	"12095478"	"9579637"
"unknown"	""	""	""	"Unknown 33"	""	""	""	""	"598.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"99764"	"146618"	"174680"	"167098"	"171655"	"154342"	"152076"	"127032"	"604156"	"76326"	"200142"	"234651"	"378882"	"209282"	"184822"	"131141"	"206022"	"144924"	"228066"	"238614"	"283493"	"282190"	"261085"	"248458"	"138126"	"354934"	"307703"	"276355"	"122054"	"185172"	"130698"	"87035"	"200039"	"219087"	"166807"	"326754"	"119644"	"403895"	"286919"	"288072"	"361774"	"234076"	"200880"	"255204"	"251991"	"239203"	"96029"	"275003"	"316032"	"255136"	"100000"	"218465"	"150113"	"441234"	"170229"	"562817"	"155593"	"291576"	"339737"	"203971"	"265717"	"231725"	"321866"	"230016"	"354759"	"243902"	"119704"	"460824"	"332249"	"347014"	"284561"	"624313"	"374769"	"329091"	"619069"	"271827"	"128518"	"95667"	"304138"	"531546"	"269202"	"290039"
"unknown"	""	""	""	"Unknown 34"	""	""	""	""	"601.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"53640"	"52185"	"58758"	"69294"	"98678"	"71964"	"71149"	"48002"	"124397"	"75309"	"85239"	"58089"	"92213"	"81787"	"71525"	"72853"	"77562"	"83904"	"64500"	"70512"	"93785"	"101708"	"99379"	"120448"	"73221"	"148154"	"65491"	"57790"	"78960"	"99196"	"67602"	"78511"	"124584"	"88632"	"98317"	"132537"	"85846"	"150863"	"145610"	"152733"	"156080"	"90371"	"83653"	"133791"	"137363"	"124544"	"102322"	"112536"	"128234"	"104512"	"62139"	"72372"	"106814"	"78817"	"87624"	"61714"	"85218"	"101852"	"126333"	"134920"	"80491"	"135864"	"166921"	"89774"	"149951"	"128384"	"101800"	"151253"	"176460"	"155674"	"130199"	"78453"	"86180"	"114618"	"76837"	"134361"	"86395"	"105978"	"98941"	"82113"	"110819"	"126247"
"CHEBI:139063"	"C7H14O6"	"CO[C@@]1([H])O[C@@]([H])([C@]([H])(O)CO)[C@H](O)[C@H]1O"	"InChI=1S/C7H14O6/c1-12-7-5(11)4(10)6(13-7)3(9)2-8/h3-11H,2H2,1H3/t3-,4-,5-,6+,7+/m1/s1"	"Galactofuranoside, methyl 2,3,5,6-tetrakis-O-(trimethylsilyl)-, alpha-D-"	""	""	""	""	"610.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"5367027"	"5531545"	"6091664"	"5597372"	"5870973"	"6186992"	"5463702"	"4420586"	"8423516"	"4182855"	"6780358"	"6568062"	"7007722"	"3888712"	"6657586"	"7763740"	"6661383"	"6610534"	"4649338"	"7273705"	"6565365"	"7728916"	"7374521"	"6842160"	"4650701"	"7038008"	"5821866"	"5291689"	"7761865"	"6644052"	"5217435"	"3884553"	"8287093"	"5092825"	"6218459"	"7341938"	"5146366"	"7261129"	"9625817"	"7426190"	"7644873"	"5692199"	"6420053"	"6408228"	"6149026"	"6076400"	"5046973"	"4619957"	"8076730"	"7429945"	"4590707"	"6118353"	"4105819"	"4283245"	"7674851"	"7278766"	"4065955"	"6557890"	"5574197"	"6810169"	"6096148"	"6871045"	"6863323"	"6164079"	"6845870"	"6535369"	"4358201"	"5868271"	"6781791"	"6293654"	"6180553"	"8167256"	"5579419"	"6954416"	"5933228"	"6691104"	"5426539"	"6991163"	"5593638"	"6028168"	"5157606"	"6736021"
"unknown"	""	""	""	"Unknown 35"	""	""	""	""	"611.829"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"118020"	"127085"	"135506"	"130578"	"140379"	"141379"	"NA"	"99306"	"162349"	"NA"	"126146"	"152119"	"145272"	"NA"	"138155"	"NA"	"141564"	"152161"	"172657"	"173239"	"157308"	"NA"	"142695"	"158838"	"141558"	"NA"	"165301"	"NA"	"NA"	"NA"	"117145"	"117734"	"176402"	"151989"	"145296"	"173651"	"NA"	"166859"	"NA"	"146974"	"NA"	"NA"	"148157"	"NA"	"154588"	"154859"	"NA"	"127158"	"170040"	"138645"	"NA"	"135435"	"NA"	"155837"	"169476"	"212162"	"102187"	"153400"	"175671"	"NA"	"NA"	"120458"	"NA"	"NA"	"159749"	"132345"	"130147"	"NA"	"119694"	"NA"	"NA"	"165325"	"NA"	"95536"	"NA"	"NA"	"NA"	"NA"	"181787"	"216392"	"NA"	"NA"
"CHEBI:16811"	"C5H11NO2S"	"CSCCC(N)C(O)=O"	"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)"	"Methionine_1637_2TMS"	""	""	""	""	"613.129"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"14989198"	"16601721"	"17483219"	"15786812"	"15987995"	"15898101"	"13175233"	"13434550"	"18328121"	"19570033"	"13711488"	"18466948"	"15330988"	"14436009"	"14454758"	"16249985"	"14413942"	"17712001"	"25161168"	"19930450"	"17179900"	"17105708"	"14444494"	"19971254"	"18365964"	"16671175"	"21550092"	"25741920"	"18891501"	"17618426"	"15950807"	"17401861"	"18345307"	"20616907"	"18126710"	"20350898"	"18838335"	"20380929"	"20747687"	"17320090"	"17957076"	"16734562"	"18025115"	"18234504"	"18244031"	"17815915"	"17084909"	"15959366"	"19482941"	"15245709"	"14614640"	"17289325"	"16483657"	"22652971"	"20604963"	"25505555"	"14040444"	"18398915"	"20191281"	"16302025"	"19393235"	"13550017"	"14549263"	"18041181"	"17161626"	"13085828"	"17818192"	"17480893"	"13104287"	"18122703"	"16438766"	"18788852"	"24866257"	"12074444"	"31712653"	"19061474"	"17597324"	"17142084"	"23728708"	"26663972"	"20845305"	"19717067"
"unknown"	""	""	""	"Unknown 36"	""	""	""	""	"614.129"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"NA"	"NA"	"233041"	"NA"	"239500"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"317234"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"388539"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"541572"	"NA"	"NA"	"NA"	"489265"	"NA"	"443706"	"NA"	"305667"	"NA"	"396072"	"401131"	"NA"	"NA"	"370382"	"500844"	"NA"	"NA"	"NA"	"NA"	"715562"	"NA"	"NA"	"NA"	"NA"	"472138"	"311933"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"755979"	"NA"	"NA"
"unknown"	""	""	""	"Unknown 37"	""	""	""	""	"615.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"107887"	"97702"	"100270"	"76705"	"128053"	"90629"	"87262"	"79772"	"97099"	"110742"	"108722"	"92630"	"99456"	"86771"	"100715"	"139518"	"82465"	"106768"	"125923"	"113958"	"113789"	"99054"	"98359"	"117337"	"89139"	"98720"	"95491"	"97693"	"92810"	"87317"	"90433"	"79916"	"99613"	"104288"	"79461"	"125394"	"101586"	"93979"	"111508"	"93198"	"109431"	"89371"	"105812"	"91968"	"95534"	"104484"	"86104"	"93209"	"113508"	"92511"	"84920"	"80414"	"79854"	"92854"	"113902"	"NA"	"94630"	"95174"	"102765"	"87961"	"111995"	"76270"	"114430"	"120114"	"108245"	"96685"	"112736"	"124902"	"86312"	"94381"	"108879"	"115248"	"109456"	"84439"	"153097"	"117140"	"84660"	"78519"	"114375"	"119910"	"123416"	"99459"
"CHEBI:17084"	"C5H8O5"	"OC(CCC(O)=O)C(O)=O"	"InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)"	"2-hydroxyglutaric acid_1641_3TMS"	""	""	""	""	"616.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"612601"	"665693"	"680549"	"579449"	"612441"	"625180"	"598308"	"323797"	"615739"	"358678"	"627440"	"700096"	"584940"	"349632"	"609371"	"1239614"	"549036"	"641517"	"1414638"	"1062601"	"734338"	"592621"	"1166796"	"718138"	"1014495"	"679324"	"769004"	"1381238"	"426551"	"631701"	"428765"	"1020168"	"649489"	"458804"	"610119"	"715346"	"436529"	"821386"	"1079149"	"698565"	"1004643"	"591024"	"614546"	"578012"	"611391"	"593674"	"304354"	"892145"	"725193"	"548750"	"374403"	"600928"	"277714"	"1215025"	"445290"	"1256743"	"318166"	"622380"	"1044560"	"558996"	"1103916"	"529835"	"523143"	"631476"	"600103"	"507567"	"1049052"	"924402"	"582953"	"628058"	"782806"	"982978"	"1366812"	"337799"	"2806394"	"638651"	"345800"	"373396"	"1283120"	"1179000"	"679753"	"622672"
"CHEBI:18222"	"C5H10O5"	""	""	"Xylose_1661_4TMS"	""	""	""	""	"618.979"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"152037"	"202028"	"198158"	"326014"	"757279"	"305098"	"140442"	"231075"	"432167"	"357186"	"265746"	"261883"	"342468"	"251431"	"269725"	"347770"	"380483"	"386941"	"317224"	"313849"	"393543"	"742352"	"337254"	"239971"	"126650"	"493878"	"313619"	"331191"	"330591"	"384698"	"394013"	"346501"	"468473"	"253785"	"456141"	"219913"	"329529"	"544625"	"246111"	"499925"	"329815"	"233311"	"253375"	"371031"	"383078"	"342354"	"286861"	"346703"	"379808"	"377717"	"311463"	"260732"	"402913"	"298266"	"282445"	"481839"	"231764"	"378891"	"485046"	"484507"	"255052"	"276449"	"521385"	"274733"	"581287"	"229454"	"269026"	"334001"	"307513"	"435204"	"1007255"	"264543"	"275879"	"252194"	"1975592"	"319609"	"247237"	"376288"	"338765"	"1447797"	"1386982"	"395967"
"unknown"	""	""	""	"Unknown 38"	""	""	""	""	"621.429"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"29881"	"54785"	"46103"	"49896"	"52418"	"61177"	"18469"	"23007"	"31591"	"38770"	"17548"	"86346"	"32829"	"33825"	"55668"	"39505"	"23796"	"89215"	"62745"	"66129"	"57966"	"66787"	"48691"	"119145"	"103228"	"71031"	"112391"	"113523"	"83234"	"144092"	"88282"	"99673"	"76336"	"128330"	"132098"	"137837"	"81188"	"83998"	"95403"	"74462"	"171199"	"17194"	"18144"	"15626"	"27370"	"24259"	"44277"	"NA"	"12387"	"23108"	"15963"	"42894"	"54479"	"80952"	"31993"	"NA"	"36053"	"55668"	"29119"	"45269"	"48995"	"63055"	"29838"	"71762"	"58070"	"39856"	"45952"	"70355"	"59425"	"97174"	"64620"	"42646"	"58854"	"89279"	"75975"	"91705"	"62601"	"93542"	"113989"	"72514"	"95029"	"126310"
"CHEBI:17148"	"C4H12N2"	"NCCCCN"	"InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2"	"Putrescine_1687_4TMS"	""	""	""	""	"628.429"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"7209809"	"7993105"	"8065757"	"7337923"	"7230405"	"7434737"	"7751244"	"4851991"	"6296786"	"5459228"	"8173778"	"8149069"	"9407546"	"3286169"	"8263243"	"5165367"	"7109091"	"7885255"	"11666336"	"12303466"	"13329509"	"9049688"	"7531862"	"8593513"	"6390268"	"9662001"	"4927005"	"9081399"	"7435843"	"7845648"	"6635103"	"5828418"	"8221299"	"6288711"	"3687286"	"8683567"	"8629609"	"14878482"	"11629121"	"11781182"	"7796509"	"7691423"	"7824800"	"7689711"	"7921578"	"7918755"	"5580690"	"4151315"	"10837377"	"9281813"	"5697321"	"7806695"	"4234119"	"10593289"	"10057814"	"9541523"	"3277197"	"7950519"	"11110421"	"5566075"	"10794535"	"8046318"	"8096085"	"7762102"	"10325878"	"7111808"	"6246313"	"9472678"	"9029400"	"7919145"	"7252158"	"9286372"	"10166466"	"3000159"	"12720830"	"8204394"	"6130214"	"8343294"	"10112092"	"9354165"	"4380297"	"8209702"
"CHEBI:28300"	"C5H10N2O3"	"NC(CCC(N)=O)C(O)=O"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)"	"Glutamine_1689_3TMS"	""	""	""	""	"630.729"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"12226170"	"14822053"	"15842316"	"14326849"	"13984512"	"12645241"	"22054466"	"8874341"	"7109129"	"7872668"	"15734035"	"16089044"	"10777025"	"7062463"	"18025867"	"8251342"	"9612521"	"13486930"	"37211712"	"16245823"	"24931266"	"13907584"	"12113375"	"16754938"	"8019602"	"15873979"	"9634699"	"18193074"	"10993417"	"13344174"	"9998490"	"12719738"	"10565490"	"22325464"	"7996747"	"17067879"	"13066930"	"16674400"	"23920510"	"15765498"	"13274042"	"12841246"	"15533414"	"13156796"	"15800257"	"15947594"	"10323658"	"7694690"	"21722262"	"14302219"	"10295263"	"15189511"	"7937176"	"36479411"	"14777026"	"23400652"	"6528719"	"15778153"	"20645165"	"8991056"	"19531032"	"13445960"	"11257276"	"13276958"	"12979645"	"9981488"	"8377757"	"13134114"	"12783561"	"13283437"	"9893843"	"13908148"	"12175366"	"6895405"	"27618233"	"13294320"	"11313419"	"11687111"	"26584057"	"22952735"	"8276322"	"13726872"
"unknown"	""	""	""	"Unknown 39"	""	""	""	""	"631.579"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"37389"	"29939"	"NA"	"23991"	"33173"	"NA"	"24620"	"NA"	"50789"	"21276"	"38226"	"28079"	"NA"	"32574"	"NA"	"22136"	"37468"	"NA"	"46026"	"45909"	"40194"	"40456"	"33967"	"NA"	"NA"	"28487"	"NA"	"26171"	"NA"	"32021"	"73070"	"NA"	"70861"	"33810"	"NA"	"48920"	"NA"	"42416"	"50759"	"34284"	"32207"	"39909"	"40402"	"43824"	"49810"	"38067"	"41361"	"NA"	"38918"	"32228"	"41842"	"NA"	"NA"	"NA"	"NA"	"NA"	"38822"	"NA"	"35231"	"32586"	"NA"	"31016"	"35624"	"38332"	"NA"	"NA"	"NA"	"23040"	"NA"	"29871"	"47506"	"NA"	"40752"	"NA"	"39690"	"46777"	"42911"	"NA"	"NA"	"38302"	"44255"
